Sector,Area,Basis,Measure,Units,Year,Value
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2015,-0.2
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2016,0.7
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2017,0.7
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2018,-1.2
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2019,0.0
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2020,3.2
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2021,0.8
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2008,-0.2
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2009,3.9
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2010,1.3
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2011,-0.7
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2012,-1.5
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2013,-1.2
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2014,2.2
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2015,-3.5
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2016,1.8
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2017,2.3
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2018,2.4
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2019,3.2
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2020,5.8
Private nonfarm,Maine,All workers,Labor productivity,% Change from previous year,2021,0.5
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2008,2.5
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2009,3.1
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2010,7.0
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2011,-0.4
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2012,0.8
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2013,0.4
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2014,0.9
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2015,1.9
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2016,3.3
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2017,-0.9
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2018,-1.4
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2019,1.7
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2020,1.8
Private nonfarm,Maryland,All workers,Labor productivity,% Change from previous year,2021,1.3
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2008,0.7
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2009,3.3
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2010,4.1
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2011,1.3
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2012,1.6
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2013,-0.4
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2014,-0.4
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2015,3.0
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2016,-0.1
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2017,0.5
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2018,3.2
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2019,2.4
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2020,5.4
Private nonfarm,Massachusetts,All workers,Labor productivity,% Change from previous year,2021,2.5
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2008,-1.5
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2009,-0.4
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2010,6.0
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2011,-1.0
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2012,1.0
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2013,-0.2
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2014,0.0
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2015,-0.7
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2016,0.6
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2017,0.3
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2018,0.9
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2019,1.1
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2020,5.1
Private nonfarm,Michigan,All workers,Labor productivity,% Change from previous year,2021,1.9
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2008,1.4
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2009,3.4
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2010,3.3
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2011,0.3
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2012,-0.6
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2013,1.5
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2014,1.1
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2015,-0.9
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2016,1.0
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2017,0.1
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2018,3.1
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2019,-0.1
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2020,0.6
Private nonfarm,Minnesota,All workers,Labor productivity,% Change from previous year,2021,3.7
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2008,3.7
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2009,-0.2
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2010,1.0
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2011,1.8
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2012,1.7
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2013,-2.1
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2014,-0.6
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2015,0.1
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2016,1.4
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2017,-2.0
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2018,-0.5
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2019,0.6
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2020,3.1
Private nonfarm,Mississippi,All workers,Labor productivity,% Change from previous year,2021,2.9
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2008,4.1
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2009,4.5
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2010,3.0
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2011,-3.7
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2012,1.5
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2013,0.3
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2014,0.2
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2015,-0.2
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2016,0.2
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2017,0.2
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2018,0.5
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2019,0.7
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2020,2.4
Private nonfarm,Missouri,All workers,Labor productivity,% Change from previous year,2021,2.7
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2008,8.3
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2009,5.9
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2010,-1.0
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2011,1.2
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2012,-1.8
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2013,1.4
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2014,2.1
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2015,2.2
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2016,-4.9
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2017,5.3
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2018,-1.7
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2019,0.0
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2020,0.9
Private nonfarm,Montana,All workers,Labor productivity,% Change from previous year,2021,1.7
Private nonfarm,Nebraska,All workers,Labor productivity,% Change from previous year,2007,N.A.
