,Area,Measure,Units,Year,Value
15472,South Dakota,Labor productivity,Index (2012=100),2014,102.231
15473,South Dakota,Labor productivity,Index (2012=100),2015,103.199
15474,South Dakota,Labor productivity,Index (2012=100),2016,103.029
15475,South Dakota,Labor productivity,Index (2012=100),2017,103.464
15476,South Dakota,Labor productivity,Index (2012=100),2018,103.800
15477,South Dakota,Labor productivity,Index (2012=100),2019,103.822
15478,South Dakota,Labor productivity,Index (2012=100),2020,102.960
15479,South Dakota,Labor productivity,Index (2012=100),2021,105.057
15480,Tennessee,Labor productivity,Index (2012=100),2007,89.576
15481,Tennessee,Labor productivity,Index (2012=100),2008,90.451
15482,Tennessee,Labor productivity,Index (2012=100),2009,93.534
15483,Tennessee,Labor productivity,Index (2012=100),2010,96.619
15484,Tennessee,Labor productivity,Index (2012=100),2011,97.700
15485,Tennessee,Labor productivity,Index (2012=100),2012,100.000
15486,Tennessee,Labor productivity,Index (2012=100),2013,99.349
15487,Tennessee,Labor productivity,Index (2012=100),2014,98.522
15488,Tennessee,Labor productivity,Index (2012=100),2015,100.948
15489,Tennessee,Labor productivity,Index (2012=100),2016,98.928
15490,Tennessee,Labor productivity,Index (2012=100),2017,100.381
15491,Tennessee,Labor productivity,Index (2012=100),2018,100.105
15492,Tennessee,Labor productivity,Index (2012=100),2019,101.744
15493,Tennessee,Labor productivity,Index (2012=100),2020,101.636
15494,Tennessee,Labor productivity,Index (2012=100),2021,105.871
15495,Texas,Labor productivity,Index (2012=100),2007,93.825
15496,Texas,Labor productivity,Index (2012=100),2008,92.502
15497,Texas,Labor productivity,Index (2012=100),2009,97.796
15498,Texas,Labor productivity,Index (2012=100),2010,98.649
15499,Texas,Labor productivity,Index (2012=100),2011,97.786
15500,Texas,Labor productivity,Index (2012=100),2012,100.000
15501,Texas,Labor productivity,Index (2012=100),2013,102.233
15502,Texas,Labor productivity,Index (2012=100),2014,101.466
15503,Texas,Labor productivity,Index (2012=100),2015,105.263
15504,Texas,Labor productivity,Index (2012=100),2016,106.024
15505,Texas,Labor productivity,Index (2012=100),2017,106.780
15506,Texas,Labor productivity,Index (2012=100),2018,107.840
15507,Texas,Labor productivity,Index (2012=100),2019,109.994
15508,Texas,Labor productivity,Index (2012=100),2020,111.347
15509,Texas,Labor productivity,Index (2012=100),2021,112.136
15510,Utah,Labor productivity,Index (2012=100),2007,92.496
15511,Utah,Labor productivity,Index (2012=100),2008,92.768
15512,Utah,Labor productivity,Index (2012=100),2009,93.389
15513,Utah,Labor productivity,Index (2012=100),2010,97.562
15514,Utah,Labor productivity,Index (2012=100),2011,101.312
15515,Utah,Labor productivity,Index (2012=100),2012,100.000
15516,Utah,Labor productivity,Index (2012=100),2013,99.515
15517,Utah,Labor productivity,Index (2012=100),2014,100.446
15518,Utah,Labor productivity,Index (2012=100),2015,102.269
15519,Utah,Labor productivity,Index (2012=100),2016,102.942
15520,Utah,Labor productivity,Index (2012=100),2017,103.442
15521,Utah,Labor productivity,Index (2012=100),2018,106.759
15522,Utah,Labor productivity,Index (2012=100),2019,109.774
15523,Utah,Labor productivity,Index (2012=100),2020,113.493
15524,Utah,Labor productivity,Index (2012=100),2021,116.955
15525,Vermont,Labor productivity,Index (2012=100),2007,88.293
15526,Vermont,Labor productivity,Index (2012=100),2008,90.356
15527,Vermont,Labor productivity,Index (2012=100),2009,94.155
15528,Vermont,Labor productivity,Index (2012=100),2010,99.046
15529,Vermont,Labor productivity,Index (2012=100),2011,100.155
15530,Vermont,Labor productivity,Index (2012=100),2012,100.000
15531,Vermont,Labor productivity,Index (2012=100),2013,96.446
15532,Vermont,Labor productivity,Index (2012=100),2014,100.096
15533,Vermont,Labor productivity,Index (2012=100),2015,99.393
15534,Vermont,Labor productivity,Index (2012=100),2016,100.199
15535,Vermont,Labor productivity,Index (2012=100),2017,101.069
15536,Vermont,Labor productivity,Index (2012=100),2018,102.202
15537,Vermont,Labor productivity,Index (2012=100),2019,103.455
15538,Vermont,Labor productivity,Index (2012=100),2020,108.136
15539,Vermont,Labor productivity,Index (2012=100),2021,110.906
15540,Virginia,Labor productivity,Index (2012=100),2007,91.364
15541,Virginia,Labor productivity,Index (2012=100),2008,93.595
15542,Virginia,Labor productivity,Index (2012=100),2009,98.864
15543,Virginia,Labor productivity,Index (2012=100),2010,100.324
15544,Virginia,Labor productivity,Index (2012=100),2011,100.467
15545,Virginia,Labor productivity,Index (2012=100),2012,100.000
15546,Virginia,Labor productivity,Index (2012=100),2013,102.260
15547,Virginia,Labor productivity,Index (2012=100),2014,100.305
15548,Virginia,Labor productivity,Index (2012=100),2015,101.396
15549,Virginia,Labor productivity,Index (2012=100),2016,101.646
15550,Virginia,Labor productivity,Index (2012=100),2017,102.158
15551,Virginia,Labor productivity,Index (2012=100),2018,103.026
15552,Virginia,Labor productivity,Index (2012=100),2019,106.714
15553,Virginia,Labor productivity,Index (2012=100),2020,109.147
15554,Virginia,Labor productivity,Index (2012=100),2021,111.831
15555,Washington,Labor productivity,Index (2012=100),2007,89.823
15556,Washington,Labor productivity,Index (2012=100),2008,91.699
15557,Washington,Labor productivity,Index (2012=100),2009,93.140
15558,Washington,Labor productivity,Index (2012=100),2010,98.441
15559,Washington,Labor productivity,Index (2012=100),2011,98.592
15560,Washington,Labor productivity,Index (2012=100),2012,100.000
15561,Washington,Labor productivity,Index (2012=100),2013,103.317
15562,Washington,Labor productivity,Index (2012=100),2014,105.125
15563,Washington,Labor productivity,Index (2012=100),2015,106.273
15564,Washington,Labor productivity,Index (2012=100),2016,106.232
15565,Washington,Labor productivity,Index (2012=100),2017,108.315
15566,Washington,Labor productivity,Index (2012=100),2018,114.938
15567,Washington,Labor productivity,Index (2012=100),2019,117.807
15568,Washington,Labor productivity,Index (2012=100),2020,122.524
15569,Washington,Labor productivity,Index (2012=100),2021,130.319
15570,West Virginia,Labor productivity,Index (2012=100),2007,93.070
15571,West Virginia,Labor productivity,Index (2012=100),2008,94.662
15572,West Virginia,Labor productivity,Index (2012=100),2009,99.177
15573,West Virginia,Labor productivity,Index (2012=100),2010,100.578
15574,West Virginia,Labor productivity,Index (2012=100),2011,101.863
15575,West Virginia,Labor productivity,Index (2012=100),2012,100.000
15576,West Virginia,Labor productivity,Index (2012=100),2013,99.842
15577,West Virginia,Labor productivity,Index (2012=100),2014,101.223
15578,West Virginia,Labor productivity,Index (2012=100),2015,101.589
15579,West Virginia,Labor productivity,Index (2012=100),2016,102.668
15580,West Virginia,Labor productivity,Index (2012=100),2017,105.810
15581,West Virginia,Labor productivity,Index (2012=100),2018,107.180
15582,West Virginia,Labor productivity,Index (2012=100),2019,107.464
15583,West Virginia,Labor productivity,Index (2012=100),2020,111.052
15584,West Virginia,Labor productivity,Index (2012=100),2021,111.171
15585,Wisconsin,Labor productivity,Index (2012=100),2007,94.819
15586,Wisconsin,Labor productivity,Index (2012=100),2008,92.815
15587,Wisconsin,Labor productivity,Index (2012=100),2009,95.758
15588,Wisconsin,Labor productivity,Index (2012=100),2010,98.774
15589,Wisconsin,Labor productivity,Index (2012=100),2011,99.346
15590,Wisconsin,Labor productivity,Index (2012=100),2012,100.000
15591,Wisconsin,Labor productivity,Index (2012=100),2013,98.890
15592,Wisconsin,Labor productivity,Index (2012=100),2014,99.746
15593,Wisconsin,Labor productivity,Index (2012=100),2015,101.292
15594,Wisconsin,Labor productivity,Index (2012=100),2016,100.869
15595,Wisconsin,Labor productivity,Index (2012=100),2017,98.899
15596,Wisconsin,Labor productivity,Index (2012=100),2018,102.038
15597,Wisconsin,Labor productivity,Index (2012=100),2019,105.092
15598,Wisconsin,Labor productivity,Index (2012=100),2020,106.124
15599,Wisconsin,Labor productivity,Index (2012=100),2021,106.289
15600,Wyoming,Labor productivity,Index (2012=100),2007,106.084
15601,Wyoming,Labor productivity,Index (2012=100),2008,106.892
15602,Wyoming,Labor productivity,Index (2012=100),2009,112.380
15603,Wyoming,Labor productivity,Index (2012=100),2010,107.463
15604,Wyoming,Labor productivity,Index (2012=100),2011,104.930
15605,Wyoming,Labor productivity,Index (2012=100),2012,100.000
15606,Wyoming,Labor productivity,Index (2012=100),2013,99.272
15607,Wyoming,Labor productivity,Index (2012=100),2014,97.619
15608,Wyoming,Labor productivity,Index (2012=100),2015,105.084
15609,Wyoming,Labor productivity,Index (2012=100),2016,107.354
15610,Wyoming,Labor productivity,Index (2012=100),2017,103.319
15611,Wyoming,Labor productivity,Index (2012=100),2018,102.089
15612,Wyoming,Labor productivity,Index (2012=100),2019,101.706
15613,Wyoming,Labor productivity,Index (2012=100),2020,102.549
15614,Wyoming,Labor productivity,Index (2012=100),2021,99.591
15615,Midwest,Labor productivity,Index (2012=100),2007,94.267
15616,Midwest,Labor productivity,Index (2012=100),2008,94.371
15617,Midwest,Labor productivity,Index (2012=100),2009,96.257
15618,Midwest,Labor productivity,Index (2012=100),2010,99.336
15619,Midwest,Labor productivity,Index (2012=100),2011,99.520
15620,Midwest,Labor productivity,Index (2012=100),2012,100.000
15621,Midwest,Labor productivity,Index (2012=100),2013,99.774
15622,Midwest,Labor productivity,Index (2012=100),2014,101.622
15623,Midwest,Labor productivity,Index (2012=100),2015,101.542
15624,Midwest,Labor productivity,Index (2012=100),2016,102.126
15625,Midwest,Labor productivity,Index (2012=100),2017,102.184
15626,Midwest,Labor productivity,Index (2012=100),2018,103.948
15627,Midwest,Labor productivity,Index (2012=100),2019,105.075
15628,Midwest,Labor productivity,Index (2012=100),2020,107.314
15629,Midwest,Labor productivity,Index (2012=100),2021,109.657
15630,Northeast,Labor productivity,Index (2012=100),2007,91.867
15631,Northeast,Labor productivity,Index (2012=100),2008,91.580
15632,Northeast,Labor productivity,Index (2012=100),2009,95.696
15633,Northeast,Labor productivity,Index (2012=100),2010,98.755
15634,Northeast,Labor productivity,Index (2012=100),2011,97.785
15635,Northeast,Labor productivity,Index (2012=100),2012,100.000
15636,Northeast,Labor productivity,Index (2012=100),2013,99.529
15637,Northeast,Labor productivity,Index (2012=100),2014,99.702
15638,Northeast,Labor productivity,Index (2012=100),2015,100.139
15639,Northeast,Labor productivity,Index (2012=100),2016,101.082
15640,Northeast,Labor productivity,Index (2012=100),2017,101.709
15641,Northeast,Labor productivity,Index (2012=100),2018,102.686
15642,Northeast,Labor productivity,Index (2012=100),2019,105.020
15643,Northeast,Labor productivity,Index (2012=100),2020,109.796
15644,Northeast,Labor productivity,Index (2012=100),2021,111.768
15645,South,Labor productivity,Index (2012=100),2007,92.671
15646,South,Labor productivity,Index (2012=100),2008,93.527
15647,South,Labor productivity,Index (2012=100),2009,96.996
15648,South,Labor productivity,Index (2012=100),2010,99.323
15649,South,Labor productivity,Index (2012=100),2011,99.575
15650,South,Labor productivity,Index (2012=100),2012,100.000
15651,South,Labor productivity,Index (2012=100),2013,100.596
15652,South,Labor productivity,Index (2012=100),2014,100.742
15653,South,Labor productivity,Index (2012=100),2015,102.547
15654,South,Labor productivity,Index (2012=100),2016,102.996
15655,South,Labor productivity,Index (2012=100),2017,103.726
15656,South,Labor productivity,Index (2012=100),2018,104.043
15657,South,Labor productivity,Index (2012=100),2019,106.015
15658,South,Labor productivity,Index (2012=100),2020,107.839
15659,South,Labor productivity,Index (2012=100),2021,108.864
15660,West,Labor productivity,Index (2012=100),2007,90.269
15661,West,Labor productivity,Index (2012=100),2008,92.685
15662,West,Labor productivity,Index (2012=100),2009,96.019
15663,West,Labor productivity,Index (2012=100),2010,98.918
15664,West,Labor productivity,Index (2012=100),2011,99.273
15665,West,Labor productivity,Index (2012=100),2012,100.000
15666,West,Labor productivity,Index (2012=100),2013,100.412
15667,West,Labor productivity,Index (2012=100),2014,101.369
15668,West,Labor productivity,Index (2012=100),2015,103.188
15669,West,Labor productivity,Index (2012=100),2016,103.942
15670,West,Labor productivity,Index (2012=100),2017,106.434
15671,West,Labor productivity,Index (2012=100),2018,108.712
15672,West,Labor productivity,Index (2012=100),2019,112.359
15673,West,Labor productivity,Index (2012=100),2020,117.288
15674,West,Labor productivity,Index (2012=100),2021,121.474
15675,Alabama,Labor productivity,% Change from previous year,2007,N.A.
15676,Alabama,Labor productivity,% Change from previous year,2008,3.4
15677,Alabama,Labor productivity,% Change from previous year,2009,4.6
15678,Alabama,Labor productivity,% Change from previous year,2010,2.8
15679,Alabama,Labor productivity,% Change from previous year,2011,1.9
15680,Alabama,Labor productivity,% Change from previous year,2012,-1.7
15681,Alabama,Labor productivity,% Change from previous year,2013,-0.5
15682,Alabama,Labor productivity,% Change from previous year,2014,0.6
15683,Alabama,Labor productivity,% Change from previous year,2015,-1.0
15684,Alabama,Labor productivity,% Change from previous year,2016,-0.2
15685,Alabama,Labor productivity,% Change from previous year,2017,1.5
15686,Alabama,Labor productivity,% Change from previous year,2018,0.7
15687,Alabama,Labor productivity,% Change from previous year,2019,0.8
15688,Alabama,Labor productivity,% Change from previous year,2020,0.4
15689,Alabama,Labor productivity,% Change from previous year,2021,1.5
15690,Alaska,Labor productivity,% Change from previous year,2007,N.A.
15691,Alaska,Labor productivity,% Change from previous year,2008,0.0
15692,Alaska,Labor productivity,% Change from previous year,2009,13.9
15693,Alaska,Labor productivity,% Change from previous year,2010,-5.8
15694,Alaska,Labor productivity,% Change from previous year,2011,-5.3
15695,Alaska,Labor productivity,% Change from previous year,2012,7.8
15696,Alaska,Labor productivity,% Change from previous year,2013,-6.4
15697,Alaska,Labor productivity,% Change from previous year,2014,0.2
15698,Alaska,Labor productivity,% Change from previous year,2015,1.9
15699,Alaska,Labor productivity,% Change from previous year,2016,1.0
15700,Alaska,Labor productivity,% Change from previous year,2017,0.7
15701,Alaska,Labor productivity,% Change from previous year,2018,-3.8
15702,Alaska,Labor productivity,% Change from previous year,2019,-2.2
15703,Alaska,Labor productivity,% Change from previous year,2020,3.3
15704,Alaska,Labor productivity,% Change from previous year,2021,-3.0
15705,Arizona,Labor productivity,% Change from previous year,2007,N.A.
15706,Arizona,Labor productivity,% Change from previous year,2008,0.5
15707,Arizona,Labor productivity,% Change from previous year,2009,-2.0
15708,Arizona,Labor productivity,% Change from previous year,2010,2.5
15709,Arizona,Labor productivity,% Change from previous year,2011,3.2
15710,Arizona,Labor productivity,% Change from previous year,2012,1.1
15711,Arizona,Labor productivity,% Change from previous year,2013,-1.4
15712,Arizona,Labor productivity,% Change from previous year,2014,0.9
15713,Arizona,Labor productivity,% Change from previous year,2015,-1.4
15714,Arizona,Labor productivity,% Change from previous year,2016,1.7
15715,Arizona,Labor productivity,% Change from previous year,2017,0.6
