,Unnamed: 0_x,State,Median AQI,year,Unnamed: 0_y,Area,Measure,Units,Year,Value
4370,966,Pennsylvania,42.6,2015,578,Pennsylvania,Hours worked,Millions of hours,2015,"8,941.810"
4372,966,Pennsylvania,42.6,2015,2228,Pennsylvania,Employment,Thousands of jobs,2015,5458.4
4374,966,Pennsylvania,42.6,2015,8828,Pennsylvania,Hours worked,Index (2012=100),2015,104.403
4375,966,Pennsylvania,42.6,2015,9653,Pennsylvania,Employment,Index (2012=100),2015,102.479
4376,966,Pennsylvania,42.6,2015,15428,Pennsylvania,Labor productivity,Index (2012=100),2015,102.275
4378,966,Pennsylvania,42.6,2015,17078,Pennsylvania,Output per worker,Index (2012=100),2015,104.195
4380,968,Rhode Island,39.7,2015,593,Rhode Island,Hours worked,Millions of hours,2015,734.565
4382,968,Rhode Island,39.7,2015,2243,Rhode Island,Employment,Thousands of jobs,2015,457.5
4384,968,Rhode Island,39.7,2015,8843,Rhode Island,Hours worked,Index (2012=100),2015,105.576
4385,968,Rhode Island,39.7,2015,9668,Rhode Island,Employment,Index (2012=100),2015,105.118
4386,968,Rhode Island,39.7,2015,15443,Rhode Island,Labor productivity,Index (2012=100),2015,98.912
4388,968,Rhode Island,39.7,2015,17093,Rhode Island,Output per worker,Index (2012=100),2015,99.344
4390,969,South Carolina,35.9,2015,608,South Carolina,Hours worked,Millions of hours,2015,"2,999.036"
4392,969,South Carolina,35.9,2015,2258,South Carolina,Employment,Thousands of jobs,2015,1786.0
4394,969,South Carolina,35.9,2015,8858,South Carolina,Hours worked,Index (2012=100),2015,108.963
4395,969,South Carolina,35.9,2015,9683,South Carolina,Employment,Index (2012=100),2015,110.084
4396,969,South Carolina,35.9,2015,15458,South Carolina,Labor productivity,Index (2012=100),2015,101.237
4398,969,South Carolina,35.9,2015,17108,South Carolina,Output per worker,Index (2012=100),2015,100.207
4400,970,South Dakota,33.3,2015,623,South Dakota,Hours worked,Millions of hours,2015,628.781
4402,970,South Dakota,33.3,2015,2273,South Dakota,Employment,Thousands of jobs,2015,382.8
4404,970,South Dakota,33.3,2015,8873,South Dakota,Hours worked,Index (2012=100),2015,101.300
4405,970,South Dakota,33.3,2015,9698,South Dakota,Employment,Index (2012=100),2015,103.833
4406,970,South Dakota,33.3,2015,15473,South Dakota,Labor productivity,Index (2012=100),2015,103.199
4408,970,South Dakota,33.3,2015,17123,South Dakota,Output per worker,Index (2012=100),2015,100.682
4410,971,Tennessee,36.3,2015,638,Tennessee,Hours worked,Millions of hours,2015,"4,530.716"
4412,971,Tennessee,36.3,2015,2288,Tennessee,Employment,Thousands of jobs,2015,2668.0
4414,971,Tennessee,36.3,2015,8888,Tennessee,Hours worked,Index (2012=100),2015,106.537
4415,971,Tennessee,36.3,2015,9713,Tennessee,Employment,Index (2012=100),2015,107.199
4416,971,Tennessee,36.3,2015,15488,Tennessee,Labor productivity,Index (2012=100),2015,100.948
4418,971,Tennessee,36.3,2015,17138,Tennessee,Output per worker,Index (2012=100),2015,100.324
4420,972,Texas,37.1,2015,653,Texas,Hours worked,Millions of hours,2015,"19,037.681"
4422,972,Texas,37.1,2015,2303,Texas,Employment,Thousands of jobs,2015,10870.5
4424,972,Texas,37.1,2015,8903,Texas,Hours worked,Index (2012=100),2015,108.524
4425,972,Texas,37.1,2015,9728,Texas,Employment,Index (2012=100),2015,108.897
4426,972,Texas,37.1,2015,15503,Texas,Labor productivity,Index (2012=100),2015,105.263
4428,972,Texas,37.1,2015,17153,Texas,Output per worker,Index (2012=100),2015,104.903
4430,973,Utah,40.5,2015,668,Utah,Hours worked,Millions of hours,2015,"2,016.269"
4432,973,Utah,40.5,2015,2318,Utah,Employment,Thousands of jobs,2015,1211.4
4434,973,Utah,40.5,2015,8918,Utah,Hours worked,Index (2012=100),2015,109.234
4435,973,Utah,40.5,2015,9743,Utah,Employment,Index (2012=100),2015,109.984
4436,973,Utah,40.5,2015,15518,Utah,Labor productivity,Index (2012=100),2015,102.269
4438,973,Utah,40.5,2015,17168,Utah,Output per worker,Index (2012=100),2015,101.572
4440,974,Vermont,29.0,2015,683,Vermont,Hours worked,Millions of hours,2015,465.239
4442,974,Vermont,29.0,2015,2333,Vermont,Employment,Thousands of jobs,2015,291.6
4444,974,Vermont,29.0,2015,8933,Vermont,Hours worked,Index (2012=100),2015,100.117
4445,974,Vermont,29.0,2015,9758,Vermont,Employment,Index (2012=100),2015,101.944
4446,974,Vermont,29.0,2015,15533,Vermont,Labor productivity,Index (2012=100),2015,99.393
4448,974,Vermont,29.0,2015,17183,Vermont,Output per worker,Index (2012=100),2015,97.611
4450,976,Virginia,32.2,2015,698,Virginia,Hours worked,Millions of hours,2015,"5,606.287"
4452,976,Virginia,32.2,2015,2348,Virginia,Employment,Thousands of jobs,2015,3344.3
4454,976,Virginia,32.2,2015,8948,Virginia,Hours worked,Index (2012=100),2015,101.727
4455,976,Virginia,32.2,2015,9773,Virginia,Employment,Index (2012=100),2015,102.525
4456,976,Virginia,32.2,2015,15548,Virginia,Labor productivity,Index (2012=100),2015,101.396
4458,976,Virginia,32.2,2015,17198,Virginia,Output per worker,Index (2012=100),2015,100.607
4460,977,Washington,27.2,2015,713,Washington,Hours worked,Millions of hours,2015,"4,656.163"
4462,977,Washington,27.2,2015,2363,Washington,Employment,Thousands of jobs,2015,2821.5
4464,977,Washington,27.2,2015,8963,Washington,Hours worked,Index (2012=100),2015,106.139
4465,977,Washington,27.2,2015,9788,Washington,Employment,Index (2012=100),2015,106.359
4466,977,Washington,27.2,2015,15563,Washington,Labor productivity,Index (2012=100),2015,106.273
4468,977,Washington,27.2,2015,17213,Washington,Output per worker,Index (2012=100),2015,106.054
4470,978,West Virginia,35.7,2015,728,West Virginia,Hours worked,Millions of hours,2015,"1,038.765"
4472,978,West Virginia,35.7,2015,2378,West Virginia,Employment,Thousands of jobs,2015,619.6
4474,978,West Virginia,35.7,2015,8978,West Virginia,Hours worked,Index (2012=100),2015,100.580
4475,978,West Virginia,35.7,2015,9803,West Virginia,Employment,Index (2012=100),2015,100.163
4476,978,West Virginia,35.7,2015,15578,West Virginia,Labor productivity,Index (2012=100),2015,101.589
4478,978,West Virginia,35.7,2015,17228,West Virginia,Output per worker,Index (2012=100),2015,102.012
4480,979,Wisconsin,37.6,2015,743,Wisconsin,Hours worked,Millions of hours,2015,"4,287.725"
4482,979,Wisconsin,37.6,2015,2393,Wisconsin,Employment,Thousands of jobs,2015,2636.7
4484,979,Wisconsin,37.6,2015,8993,Wisconsin,Hours worked,Index (2012=100),2015,105.089
4485,979,Wisconsin,37.6,2015,9818,Wisconsin,Employment,Index (2012=100),2015,104.258
4486,979,Wisconsin,37.6,2015,15593,Wisconsin,Labor productivity,Index (2012=100),2015,101.292
4488,979,Wisconsin,37.6,2015,17243,Wisconsin,Output per worker,Index (2012=100),2015,102.099
4490,980,Wyoming,34.8,2015,758,Wyoming,Hours worked,Millions of hours,2015,416.763
4492,980,Wyoming,34.8,2015,2408,Wyoming,Employment,Thousands of jobs,2015,244.8
4494,980,Wyoming,34.8,2015,9008,Wyoming,Hours worked,Index (2012=100),2015,99.065
4495,980,Wyoming,34.8,2015,9833,Wyoming,Employment,Index (2012=100),2015,101.850
4496,980,Wyoming,34.8,2015,15608,Wyoming,Labor productivity,Index (2012=100),2015,105.084
4498,980,Wyoming,34.8,2015,17258,Wyoming,Output per worker,Index (2012=100),2015,102.211
4500,981,Alabama,39.4,2016,9,Alabama,Hours worked,Millions of hours,2016,"2,965.173"
4502,981,Alabama,39.4,2016,1659,Alabama,Employment,Thousands of jobs,2016,1724.3
4504,981,Alabama,39.4,2016,8259,Alabama,Hours worked,Index (2012=100),2016,104.656
4505,981,Alabama,39.4,2016,9084,Alabama,Employment,Index (2012=100),2016,105.502
4506,981,Alabama,39.4,2016,14859,Alabama,Labor productivity,Index (2012=100),2016,98.839
4508,981,Alabama,39.4,2016,16509,Alabama,Output per worker,Index (2012=100),2016,98.047
4510,982,Alaska,24.1,2016,24,Alaska,Hours worked,Millions of hours,2016,462.165
4512,982,Alaska,24.1,2016,1674,Alaska,Employment,Thousands of jobs,2016,278.5
4514,982,Alaska,24.1,2016,8274,Alaska,Hours worked,Index (2012=100),2016,95.813
4515,982,Alaska,24.1,2016,9099,Alaska,Employment,Index (2012=100),2016,99.793
4516,982,Alaska,24.1,2016,14874,Alaska,Labor productivity,Index (2012=100),2016,96.501
4518,982,Alaska,24.1,2016,16524,Alaska,Output per worker,Index (2012=100),2016,92.652
4520,983,Arizona,42.5,2016,39,Arizona,Hours worked,Millions of hours,2016,"4,199.313"
4522,983,Arizona,42.5,2016,1689,Arizona,Employment,Thousands of jobs,2016,2538.4
4524,983,Arizona,42.5,2016,8289,Arizona,Hours worked,Index (2012=100),2016,109.220
4525,983,Arizona,42.5,2016,9114,Arizona,Employment,Index (2012=100),2016,111.594
4526,983,Arizona,42.5,2016,14889,Arizona,Labor productivity,Index (2012=100),2016,99.867
4528,983,Arizona,42.5,2016,16539,Arizona,Output per worker,Index (2012=100),2016,97.743
4530,984,Arkansas,36.4,2016,54,Arkansas,Hours worked,Millions of hours,2016,"1,811.700"
4532,984,Arkansas,36.4,2016,1704,Arkansas,Employment,Thousands of jobs,2016,1095.5
4534,984,Arkansas,36.4,2016,8304,Arkansas,Hours worked,Index (2012=100),2016,103.096
4535,984,Arkansas,36.4,2016,9129,Arkansas,Employment,Index (2012=100),2016,105.326
4536,984,Arkansas,36.4,2016,14904,Arkansas,Labor productivity,Index (2012=100),2016,101.932
4538,984,Arkansas,36.4,2016,16554,Arkansas,Output per worker,Index (2012=100),2016,99.775
4540,985,California,46.4,2016,69,California,Hours worked,Millions of hours,2016,"26,262.867"
4542,985,California,46.4,2016,1719,California,Employment,Thousands of jobs,2016,15796.6
4544,985,California,46.4,2016,8319,California,Hours worked,Index (2012=100),2016,112.485
4545,985,California,46.4,2016,9144,California,Employment,Index (2012=100),2016,111.861
4546,985,California,46.4,2016,14919,California,Labor productivity,Index (2012=100),2016,104.136
4548,985,California,46.4,2016,16569,California,Output per worker,Index (2012=100),2016,104.717
4550,986,Colorado,35.2,2016,84,Colorado,Hours worked,Millions of hours,2016,"3,824.261"
4552,986,Colorado,35.2,2016,1734,Colorado,Employment,Thousands of jobs,2016,2362.0
4554,986,Colorado,35.2,2016,8334,Colorado,Hours worked,Index (2012=100),2016,107.819
4555,986,Colorado,35.2,2016,9159,Colorado,Employment,Index (2012=100),2016,111.621
4556,986,Colorado,35.2,2016,14934,Colorado,Labor productivity,Index (2012=100),2016,108.474
4558,986,Colorado,35.2,2016,16584,Colorado,Output per worker,Index (2012=100),2016,104.780
4560,987,Connecticut,40.2,2016,99,Connecticut,Hours worked,Millions of hours,2016,"2,594.188"
4562,987,Connecticut,40.2,2016,1749,Connecticut,Employment,Thousands of jobs,2016,1601.7
4564,987,Connecticut,40.2,2016,8349,Connecticut,Hours worked,Index (2012=100),2016,102.688
4565,987,Connecticut,40.2,2016,9174,Connecticut,Employment,Index (2012=100),2016,104.122
4566,987,Connecticut,40.2,2016,14949,Connecticut,Labor productivity,Index (2012=100),2016,99.125
4568,987,Connecticut,40.2,2016,16599,Connecticut,Output per worker,Index (2012=100),2016,97.760
4570,989,Delaware,41.3,2016,114,Delaware,Hours worked,Millions of hours,2016,656.747
4572,989,Delaware,41.3,2016,1764,Delaware,Employment,Thousands of jobs,2016,409.1
4574,989,Delaware,41.3,2016,8364,Delaware,Hours worked,Index (2012=100),2016,108.364
4575,989,Delaware,41.3,2016,9189,Delaware,Employment,Index (2012=100),2016,107.592
4576,989,Delaware,41.3,2016,14964,Delaware,Labor productivity,Index (2012=100),2016,93.816
4578,989,Delaware,41.3,2016,16614,Delaware,Output per worker,Index (2012=100),2016,94.489
4580,991,Florida,37.2,2016,144,Florida,Hours worked,Millions of hours,2016,"12,960.099"
4582,991,Florida,37.2,2016,1794,Florida,Employment,Thousands of jobs,2016,7870.0
4584,991,Florida,37.2,2016,8394,Florida,Hours worked,Index (2012=100),2016,114.316
4585,991,Florida,37.2,2016,9219,Florida,Employment,Index (2012=100),2016,115.410
4586,991,Florida,37.2,2016,14994,Florida,Labor productivity,Index (2012=100),2016,101.491
4588,991,Florida,37.2,2016,16644,Florida,Output per worker,Index (2012=100),2016,100.529
4590,992,Georgia,38.5,2016,159,Georgia,Hours worked,Millions of hours,2016,"6,661.306"
4592,992,Georgia,38.5,2016,1809,Georgia,Employment,Thousands of jobs,2016,3964.8
4594,992,Georgia,38.5,2016,8409,Georgia,Hours worked,Index (2012=100),2016,110.673
4595,992,Georgia,38.5,2016,9234,Georgia,Employment,Index (2012=100),2016,111.695
4596,992,Georgia,38.5,2016,15009,Georgia,Labor productivity,Index (2012=100),2016,105.235
4598,992,Georgia,38.5,2016,16659,Georgia,Output per worker,Index (2012=100),2016,104.272
4600,993,Hawaii,31.8,2016,174,Hawaii,Hours worked,Millions of hours,2016,917.075
4602,993,Hawaii,31.8,2016,1824,Hawaii,Employment,Thousands of jobs,2016,571.9
4604,993,Hawaii,31.8,2016,8424,Hawaii,Hours worked,Index (2012=100),2016,103.442
4605,993,Hawaii,31.8,2016,9249,Hawaii,Employment,Index (2012=100),2016,107.113
4606,993,Hawaii,31.8,2016,15024,Hawaii,Labor productivity,Index (2012=100),2016,105.801
4608,993,Hawaii,31.8,2016,16674,Hawaii,Output per worker,Index (2012=100),2016,102.175
4610,994,Idaho,24.6,2016,189,Idaho,Hours worked,Millions of hours,2016,"1,006.015"
4612,994,Idaho,24.6,2016,1839,Idaho,Employment,Thousands of jobs,2016,634.7
4614,994,Idaho,24.6,2016,8439,Idaho,Hours worked,Index (2012=100),2016,110.046
4615,994,Idaho,24.6,2016,9264,Idaho,Employment,Index (2012=100),2016,111.592
4616,994,Idaho,24.6,2016,15039,Idaho,Labor productivity,Index (2012=100),2016,102.859
4618,994,Idaho,24.6,2016,16689,Idaho,Output per worker,Index (2012=100),2016,101.434
4620,995,Illinois,38.4,2016,204,Illinois,Hours worked,Millions of hours,2016,"8,997.128"
4622,995,Illinois,38.4,2016,1854,Illinois,Employment,Thousands of jobs,2016,5493.7
4624,995,Illinois,38.4,2016,8454,Illinois,Hours worked,Index (2012=100),2016,102.862
4625,995,Illinois,38.4,2016,9279,Illinois,Employment,Index (2012=100),2016,104.931
4626,995,Illinois,38.4,2016,15054,Illinois,Labor productivity,Index (2012=100),2016,101.403
4628,995,Illinois,38.4,2016,16704,Illinois,Output per worker,Index (2012=100),2016,99.404
4630,996,Indiana,37.8,2016,219,Indiana,Hours worked,Millions of hours,2016,"4,684.082"
4632,996,Indiana,37.8,2016,1869,Indiana,Employment,Thousands of jobs,2016,2801.6
4634,996,Indiana,37.8,2016,8469,Indiana,Hours worked,Index (2012=100),2016,107.830
4635,996,Indiana,37.8,2016,9294,Indiana,Employment,Index (2012=100),2016,108.388
4636,996,Indiana,37.8,2016,15069,Indiana,Labor productivity,Index (2012=100),2016,99.373
4638,996,Indiana,37.8,2016,16719,Indiana,Output per worker,Index (2012=100),2016,98.862
4640,997,Iowa,35.6,2016,234,Iowa,Hours worked,Millions of hours,2016,"2,357.834"
4642,997,Iowa,35.6,2016,1884,Iowa,Employment,Thousands of jobs,2016,1422.3
4644,997,Iowa,35.6,2016,8484,Iowa,Hours worked,Index (2012=100),2016,104.433
4645,997,Iowa,35.6,2016,9309,Iowa,Employment,Index (2012=100),2016,104.370
4646,997,Iowa,35.6,2016,15084,Iowa,Labor productivity,Index (2012=100),2016,103.663
4648,997,Iowa,35.6,2016,16734,Iowa,Output per worker,Index (2012=100),2016,103.725
4650,998,Kansas,31.9,2016,249,Kansas,Hours worked,Millions of hours,2016,"2,000.572"
4652,998,Kansas,31.9,2016,1899,Kansas,Employment,Thousands of jobs,2016,1231.4
4654,998,Kansas,31.9,2016,8499,Kansas,Hours worked,Index (2012=100),2016,99.634
4655,998,Kansas,31.9,2016,9324,Kansas,Employment,Index (2012=100),2016,102.785
4656,998,Kansas,31.9,2016,15099,Kansas,Labor productivity,Index (2012=100),2016,111.230
4658,998,Kansas,31.9,2016,16749,Kansas,Output per worker,Index (2012=100),2016,107.820
4660,999,Kentucky,39.8,2016,264,Kentucky,Hours worked,Millions of hours,2016,"2,873.174"
4662,999,Kentucky,39.8,2016,1914,Kentucky,Employment,Thousands of jobs,2016,1702.7
4664,999,Kentucky,39.8,2016,8514,Kentucky,Hours worked,Index (2012=100),2016,107.605
4665,999,Kentucky,39.8,2016,9339,Kentucky,Employment,Index (2012=100),2016,106.905
4666,999,Kentucky,39.8,2016,15114,Kentucky,Labor productivity,Index (2012=100),2016,97.665
4668,999,Kentucky,39.8,2016,16764,Kentucky,Output per worker,Index (2012=100),2016,98.305
4670,1000,Louisiana,37.2,2016,279,Louisiana,Hours worked,Millions of hours,2016,"2,993.432"
4672,1000,Louisiana,37.2,2016,1929,Louisiana,Employment,Thousands of jobs,2016,1772.1
4674,1000,Louisiana,37.2,2016,8529,Louisiana,Hours worked,Index (2012=100),2016,100.599
4675,1000,Louisiana,37.2,2016,9354,Louisiana,Employment,Index (2012=100),2016,103.918
4676,1000,Louisiana,37.2,2016,15129,Louisiana,Labor productivity,Index (2012=100),2016,97.326
4678,1000,Louisiana,37.2,2016,16779,Louisiana,Output per worker,Index (2012=100),2016,94.217
4680,1001,Maine,32.1,2016,294,Maine,Hours worked,Millions of hours,2016,976.044
4682,1001,Maine,32.1,2016,1944,Maine,Employment,Thousands of jobs,2016,598.6
4684,1001,Maine,32.1,2016,8544,Maine,Hours worked,Index (2012=100),2016,105.532
4685,1001,Maine,32.1,2016,9369,Maine,Employment,Index (2012=100),2016,106.038
4686,1001,Maine,32.1,2016,15144,Maine,Labor productivity,Index (2012=100),2016,99.163
4688,1001,Maine,32.1,2016,16794,Maine,Output per worker,Index (2012=100),2016,98.690
4690,1002,Maryland,41.2,2016,309,Maryland,Hours worked,Millions of hours,2016,"3,834.600"
4692,1002,Maryland,41.2,2016,1959,Maryland,Employment,Thousands of jobs,2016,2326.9
4694,1002,Maryland,41.2,2016,8559,Maryland,Hours worked,Index (2012=100),2016,104.734
4695,1002,Maryland,41.2,2016,9384,Maryland,Employment,Index (2012=100),2016,103.998
4696,1002,Maryland,41.2,2016,15159,Maryland,Labor productivity,Index (2012=100),2016,106.577
4698,1002,Maryland,41.2,2016,16809,Maryland,Output per worker,Index (2012=100),2016,107.331
4700,1003,Massachusetts,35.8,2016,324,Massachusetts,Hours worked,Millions of hours,2016,"5,342.121"
4702,1003,Massachusetts,35.8,2016,1974,Massachusetts,Employment,Thousands of jobs,2016,3317.9
4704,1003,Massachusetts,35.8,2016,8574,Massachusetts,Hours worked,Index (2012=100),2016,106.877
4705,1003,Massachusetts,35.8,2016,9399,Massachusetts,Employment,Index (2012=100),2016,105.298
4706,1003,Massachusetts,35.8,2016,15174,Massachusetts,Labor productivity,Index (2012=100),2016,102.093
4708,1003,Massachusetts,35.8,2016,16824,Massachusetts,Output per worker,Index (2012=100),2016,103.625
4710,1004,Michigan,36.7,2016,339,Michigan,Hours worked,Millions of hours,2016,"6,604.400"
4712,1004,Michigan,36.7,2016,1989,Michigan,Employment,Thousands of jobs,2016,3985.8
4714,1004,Michigan,36.7,2016,8589,Michigan,Hours worked,Index (2012=100),2016,109.403
4715,1004,Michigan,36.7,2016,9414,Michigan,Employment,Index (2012=100),2016,109.106
4716,1004,Michigan,36.7,2016,15189,Michigan,Labor productivity,Index (2012=100),2016,99.642
4718,1004,Michigan,36.7,2016,16839,Michigan,Output per worker,Index (2012=100),2016,99.914
4720,1005,Minnesota,28.6,2016,354,Minnesota,Hours worked,Millions of hours,2016,"4,330.269"
4722,1005,Minnesota,28.6,2016,2004,Minnesota,Employment,Thousands of jobs,2016,2648.8
4724,1005,Minnesota,28.6,2016,8604,Minnesota,Hours worked,Index (2012=100),2016,108.383
4725,1005,Minnesota,28.6,2016,9429,Minnesota,Employment,Index (2012=100),2016,106.872
4726,1005,Minnesota,28.6,2016,15204,Minnesota,Labor productivity,Index (2012=100),2016,102.788
4728,1005,Minnesota,28.6,2016,16854,Minnesota,Output per worker,Index (2012=100),2016,104.242
